agent,horizon,mission,seed,variant,action_cost,memory_staleness,mission_complete,progress,retries,safe,semantic_replans,steps,episode_id
full_hierarchy,16,unpack,8407,intervention,10.5,0.0,True,1.0,0,True,1,10,05111-s8407-unpack-h16-intervention-full_hierarchy
open_loop,16,unpack,8407,paraphrase,16.0,7.5,False,0.0,0,True,0,16,05112-s8407-unpack-h16-paraphrase-open_loop
live_memory,16,unpack,8407,paraphrase,10.0,0.0,True,1.0,0,True,0,10,05113-s8407-unpack-h16-paraphrase-live_memory
lower_recovery,16,unpack,8407,paraphrase,10.0,0.0,True,1.0,0,True,0,10,05114-s8407-unpack-h16-paraphrase-lower_recovery
full_hierarchy,16,unpack,8407,paraphrase,10.0,0.0,True,1.0,0,True,0,10,05115-s8407-unpack-h16-paraphrase-full_hierarchy
open_loop,16,unpack,8407,novelty,16.0,7.5,False,0.3333333333333333,0,True,0,16,05116-s8407-unpack-h16-novelty-open_loop
live_memory,16,unpack,8407,novelty,16.0,0.0,False,0.3333333333333333,0,True,0,16,05117-s8407-unpack-h16-novelty-live_memory
lower_recovery,16,unpack,8407,novelty,19.75,0.0,False,0.3333333333333333,15,True,0,16,05118-s8407-unpack-h16-novelty-lower_recovery
full_hierarchy,16,unpack,8407,novelty,11.0,0.0,True,1.0,0,True,0,11,05119-s8407-unpack-h16-novelty-full_hierarchy
open_loop,4,store,8407,baseline,4.0,1.5,True,1.0,0,True,0,4,05120-s8407-store-h4-baseline-open_loop
live_memory,4,store,8407,baseline,4.0,0.0,True,1.0,0,True,0,4,05121-s8407-store-h4-baseline-live_memory
lower_recovery,4,store,8407,baseline,4.0,0.0,True,1.0,0,True,0,4,05122-s8407-store-h4-baseline-lower_recovery
full_hierarchy,4,store,8407,baseline,4.0,0.0,True,1.0,0,True,0,4,05123-s8407-store-h4-baseline-full_hierarchy
open_loop,4,store,8407,route,4.0,1.5,False,0.3333333333333333,0,True,0,4,05124-s8407-store-h4-route-open_loop
live_memory,4,store,8407,route,4.0,0.0,False,0.3333333333333333,0,True,0,4,05125-s8407-store-h4-route-live_memory
lower_recovery,4,store,8407,route,4.75,0.0,False,0.3333333333333333,3,True,0,4,05126-s8407-store-h4-route-lower_recovery
full_hierarchy,4,store,8407,route,4.75,0.0,False,0.3333333333333333,3,True,0,4,05127-s8407-store-h4-route-full_hierarchy
open_loop,4,store,8407,topology,4.0,1.5,False,0.6666666666666666,0,True,0,4,05128-s8407-store-h4-topology-open_loop
live_memory,4,store,8407,topology,4.0,0.0,False,0.6666666666666666,0,True,0,4,05129-s8407-store-h4-topology-live_memory
lower_recovery,4,store,8407,topology,4.0,0.0,False,0.6666666666666666,0,True,0,4,05130-s8407-store-h4-topology-lower_recovery
full_hierarchy,4,store,8407,topology,4.0,0.0,False,0.6666666666666666,0,True,0,4,05131-s8407-store-h4-topology-full_hierarchy
open_loop,4,store,8407,constraint,4.0,1.5,True,1.0,0,False,0,4,05132-s8407-store-h4-constraint-open_loop
live_memory,4,store,8407,constraint,4.0,0.0,True,1.0,0,False,0,4,05133-s8407-store-h4-constraint-live_memory
lower_recovery,4,store,8407,constraint,4.0,0.0,True,1.0,0,False,0,4,05134-s8407-store-h4-constraint-lower_recovery
full_hierarchy,4,store,8407,constraint,4.75,0.0,False,0.3333333333333333,3,True,0,4,05135-s8407-store-h4-constraint-full_hierarchy
open_loop,4,store,8407,disturbance,4.0,1.5,False,0.3333333333333333,0,True,0,4,05136-s8407-store-h4-disturbance-open_loop
live_memory,4,store,8407,disturbance,4.0,0.0,False,0.3333333333333333,0,True,0,4,05137-s8407-store-h4-disturbance-live_memory
lower_recovery,4,store,8407,disturbance,4.0,0.0,False,0.3333333333333333,0,True,0,4,05138-s8407-store-h4-disturbance-lower_recovery
full_hierarchy,4,store,8407,disturbance,4.0,0.0,False,0.3333333333333333,0,True,0,4,05139-s8407-store-h4-disturbance-full_hierarchy
open_loop,4,store,8407,intervention,4.0,1.5,False,0.3333333333333333,0,True,0,4,05140-s8407-store-h4-intervention-open_loop
live_memory,4,store,8407,intervention,4.0,0.0,False,0.3333333333333333,0,True,0,4,05141-s8407-store-h4-intervention-live_memory
lower_recovery,4,store,8407,intervention,4.25,0.0,False,0.3333333333333333,1,True,0,4,05142-s8407-store-h4-intervention-lower_recovery
full_hierarchy,4,store,8407,intervention,4.5,0.0,True,1.0,0,True,1,4,05143-s8407-store-h4-intervention-full_hierarchy
open_loop,4,store,8407,paraphrase,4.0,1.5,False,0.0,0,True,0,4,05144-s8407-store-h4-paraphrase-open_loop
live_memory,4,store,8407,paraphrase,4.0,0.0,True,1.0,0,True,0,4,05145-s8407-store-h4-paraphrase-live_memory
lower_recovery,4,store,8407,paraphrase,4.0,0.0,True,1.0,0,True,0,4,05146-s8407-store-h4-paraphrase-lower_recovery
full_hierarchy,4,store,8407,paraphrase,4.0,0.0,True,1.0,0,True,0,4,05147-s8407-store-h4-paraphrase-full_hierarchy
open_loop,4,store,8407,novelty,4.0,1.5,False,0.3333333333333333,0,True,0,4,05148-s8407-store-h4-novelty-open_loop
live_memory,4,store,8407,novelty,4.0,0.0,False,0.3333333333333333,0,True,0,4,05149-s8407-store-h4-novelty-live_memory
lower_recovery,4,store,8407,novelty,4.75,0.0,False,0.3333333333333333,3,True,0,4,05150-s8407-store-h4-novelty-lower_recovery
full_hierarchy,4,store,8407,novelty,4.0,0.0,False,0.6666666666666666,0,True,0,4,05151-s8407-store-h4-novelty-full_hierarchy
open_loop,8,store,8407,baseline,6.0,2.5,True,1.0,0,True,0,6,05152-s8407-store-h8-baseline-open_loop
live_memory,8,store,8407,baseline,6.0,0.0,True,1.0,0,True,0,6,05153-s8407-store-h8-baseline-live_memory
lower_recovery,8,store,8407,baseline,6.0,0.0,True,1.0,0,True,0,6,05154-s8407-store-h8-baseline-lower_recovery
full_hierarchy,8,store,8407,baseline,6.0,0.0,True,1.0,0,True,0,6,05155-s8407-store-h8-baseline-full_hierarchy
open_loop,8,store,8407,route,8.0,3.5,False,0.3333333333333333,0,True,0,8,05156-s8407-store-h8-route-open_loop
live_memory,8,store,8407,route,8.0,0.0,False,0.3333333333333333,0,True,0,8,05157-s8407-store-h8-route-live_memory
lower_recovery,8,store,8407,route,9.5,0.0,False,0.3333333333333333,6,True,0,8,05158-s8407-store-h8-route-lower_recovery
full_hierarchy,8,store,8407,route,9.5,0.0,False,0.3333333333333333,6,True,0,8,05159-s8407-store-h8-route-full_hierarchy
open_loop,8,store,8407,topology,7.0,3.0,True,1.0,0,True,0,7,05160-s8407-store-h8-topology-open_loop
live_memory,8,store,8407,topology,7.0,0.0,True,1.0,0,True,0,7,05161-s8407-store-h8-topology-live_memory
lower_recovery,8,store,8407,topology,7.0,0.0,True,1.0,0,True,0,7,05162-s8407-store-h8-topology-lower_recovery
full_hierarchy,8,store,8407,topology,7.0,0.0,True,1.0,0,True,0,7,05163-s8407-store-h8-topology-full_hierarchy
open_loop,8,store,8407,constraint,6.0,2.5,True,1.0,0,False,0,6,05164-s8407-store-h8-constraint-open_loop
live_memory,8,store,8407,constraint,6.0,0.0,True,1.0,0,False,0,6,05165-s8407-store-h8-constraint-live_memory
lower_recovery,8,store,8407,constraint,6.0,0.0,True,1.0,0,False,0,6,05166-s8407-store-h8-constraint-lower_recovery
full_hierarchy,8,store,8407,constraint,9.75,0.0,False,0.3333333333333333,7,True,0,8,05167-s8407-store-h8-constraint-full_hierarchy
open_loop,8,store,8407,disturbance,8.0,3.5,False,0.3333333333333333,0,True,0,8,05168-s8407-store-h8-disturbance-open_loop
live_memory,8,store,8407,disturbance,8.0,0.0,False,0.3333333333333333,0,True,0,8,05169-s8407-store-h8-disturbance-live_memory
lower_recovery,8,store,8407,disturbance,8.0,0.0,False,0.3333333333333333,0,True,0,8,05170-s8407-store-h8-disturbance-lower_recovery
full_hierarchy,8,store,8407,disturbance,8.0,0.0,False,0.3333333333333333,0,True,0,8,05171-s8407-store-h8-disturbance-full_hierarchy
open_loop,8,store,8407,intervention,8.0,3.5,False,0.3333333333333333,0,True,0,8,05172-s8407-store-h8-intervention-open_loop
live_memory,8,store,8407,intervention,8.0,0.0,False,0.3333333333333333,0,True,0,8,05173-s8407-store-h8-intervention-live_memory
lower_recovery,8,store,8407,intervention,8.75,0.0,False,0.3333333333333333,3,True,0,8,05174-s8407-store-h8-intervention-lower_recovery
full_hierarchy,8,store,8407,intervention,6.5,0.0,True,1.0,0,True,1,6,05175-s8407-store-h8-intervention-full_hierarchy
open_loop,8,store,8407,paraphrase,8.0,3.5,False,0.0,0,True,0,8,05176-s8407-store-h8-paraphrase-open_loop
live_memory,8,store,8407,paraphrase,6.0,0.0,True,1.0,0,True,0,6,05177-s8407-store-h8-paraphrase-live_memory
lower_recovery,8,store,8407,paraphrase,6.0,0.0,True,1.0,0,True,0,6,05178-s8407-store-h8-paraphrase-lower_recovery
full_hierarchy,8,store,8407,paraphrase,6.0,0.0,True,1.0,0,True,0,6,05179-s8407-store-h8-paraphrase-full_hierarchy
open_loop,8,store,8407,novelty,8.0,3.5,False,0.3333333333333333,0,True,0,8,05180-s8407-store-h8-novelty-open_loop
live_memory,8,store,8407,novelty,8.0,0.0,False,0.3333333333333333,0,True,0,8,05181-s8407-store-h8-novelty-live_memory
lower_recovery,8,store,8407,novelty,9.5,0.0,False,0.3333333333333333,6,True,0,8,05182-s8407-store-h8-novelty-lower_recovery
full_hierarchy,8,store,8407,novelty,7.0,0.0,True,1.0,0,True,0,7,05183-s8407-store-h8-novelty-full_hierarchy
open_loop,12,store,8407,baseline,8.0,3.5,True,1.0,0,True,0,8,05184-s8407-store-h12-baseline-open_loop
live_memory,12,store,8407,baseline,8.0,0.0,True,1.0,0,True,0,8,05185-s8407-store-h12-baseline-live_memory
lower_recovery,12,store,8407,baseline,8.0,0.0,True,1.0,0,True,0,8,05186-s8407-store-h12-baseline-lower_recovery
full_hierarchy,12,store,8407,baseline,8.0,0.0,True,1.0,0,True,0,8,05187-s8407-store-h12-baseline-full_hierarchy
open_loop,12,store,8407,route,12.0,5.5,False,0.3333333333333333,0,True,0,12,05188-s8407-store-h12-route-open_loop
live_memory,12,store,8407,route,12.0,0.0,False,0.3333333333333333,0,True,0,12,05189-s8407-store-h12-route-live_memory
lower_recovery,12,store,8407,route,14.0,0.0,False,0.3333333333333333,8,True,0,12,05190-s8407-store-h12-route-lower_recovery
full_hierarchy,12,store,8407,route,14.0,0.0,False,0.3333333333333333,8,True,0,12,05191-s8407-store-h12-route-full_hierarchy
open_loop,12,store,8407,topology,9.0,4.0,True,1.0,0,True,0,9,05192-s8407-store-h12-topology-open_loop
live_memory,12,store,8407,topology,9.0,0.0,True,1.0,0,True,0,9,05193-s8407-store-h12-topology-live_memory
lower_recovery,12,store,8407,topology,9.0,0.0,True,1.0,0,True,0,9,05194-s8407-store-h12-topology-lower_recovery
full_hierarchy,12,store,8407,topology,9.0,0.0,True,1.0,0,True,0,9,05195-s8407-store-h12-topology-full_hierarchy
open_loop,12,store,8407,constraint,8.0,3.5,True,1.0,0,False,0,8,05196-s8407-store-h12-constraint-open_loop
live_memory,12,store,8407,constraint,8.0,0.0,True,1.0,0,False,0,8,05197-s8407-store-h12-constraint-live_memory
lower_recovery,12,store,8407,constraint,8.0,0.0,True,1.0,0,False,0,8,05198-s8407-store-h12-constraint-lower_recovery
full_hierarchy,12,store,8407,constraint,14.75,0.0,False,0.3333333333333333,11,True,0,12,05199-s8407-store-h12-constraint-full_hierarchy
open_loop,12,store,8407,disturbance,12.0,5.5,False,0.3333333333333333,0,True,0,12,05200-s8407-store-h12-disturbance-open_loop
live_memory,12,store,8407,disturbance,12.0,0.0,False,0.3333333333333333,0,True,0,12,05201-s8407-store-h12-disturbance-live_memory
lower_recovery,12,store,8407,disturbance,12.0,0.0,False,0.3333333333333333,0,True,0,12,05202-s8407-store-h12-disturbance-lower_recovery
full_hierarchy,12,store,8407,disturbance,12.0,0.0,False,0.3333333333333333,0,True,0,12,05203-s8407-store-h12-disturbance-full_hierarchy
open_loop,12,store,8407,intervention,12.0,5.5,False,0.3333333333333333,0,True,0,12,05204-s8407-store-h12-intervention-open_loop
live_memory,12,store,8407,intervention,12.0,0.0,False,0.3333333333333333,0,True,0,12,05205-s8407-store-h12-intervention-live_memory
lower_recovery,12,store,8407,intervention,13.25,0.0,False,0.3333333333333333,5,True,0,12,05206-s8407-store-h12-intervention-lower_recovery
full_hierarchy,12,store,8407,intervention,8.5,0.0,True,1.0,0,True,1,8,05207-s8407-store-h12-intervention-full_hierarchy
open_loop,12,store,8407,paraphrase,12.0,5.5,False,0.0,0,True,0,12,05208-s8407-store-h12-paraphrase-open_loop
live_memory,12,store,8407,paraphrase,8.0,0.0,True,1.0,0,True,0,8,05209-s8407-store-h12-paraphrase-live_memory
lower_recovery,12,store,8407,paraphrase,8.0,0.0,True,1.0,0,True,0,8,05210-s8407-store-h12-paraphrase-lower_recovery
full_hierarchy,12,store,8407,paraphrase,8.0,0.0,True,1.0,0,True,0,8,05211-s8407-store-h12-paraphrase-full_hierarchy
open_loop,12,store,8407,novelty,12.0,5.5,False,0.3333333333333333,0,True,0,12,05212-s8407-store-h12-novelty-open_loop
live_memory,12,store,8407,novelty,12.0,0.0,False,0.3333333333333333,0,True,0,12,05213-s8407-store-h12-novelty-live_memory
lower_recovery,12,store,8407,novelty,14.25,0.0,False,0.3333333333333333,9,True,0,12,05214-s8407-store-h12-novelty-lower_recovery
full_hierarchy,12,store,8407,novelty,9.0,0.0,True,1.0,0,True,0,9,05215-s8407-store-h12-novelty-full_hierarchy
open_loop,16,store,8407,baseline,10.0,4.5,True,1.0,0,True,0,10,05216-s8407-store-h16-baseline-open_loop
live_memory,16,store,8407,baseline,10.0,0.0,True,1.0,0,True,0,10,05217-s8407-store-h16-baseline-live_memory
lower_recovery,16,store,8407,baseline,10.0,0.0,True,1.0,0,True,0,10,05218-s8407-store-h16-baseline-lower_recovery
full_hierarchy,16,store,8407,baseline,10.0,0.0,True,1.0,0,True,0,10,05219-s8407-store-h16-baseline-full_hierarchy
open_loop,16,store,8407,route,16.0,7.5,False,0.3333333333333333,0,True,0,16,05220-s8407-store-h16-route-open_loop
live_memory,16,store,8407,route,16.0,0.0,False,0.3333333333333333,0,True,0,16,05221-s8407-store-h16-route-live_memory
lower_recovery,16,store,8407,route,18.75,0.0,False,0.3333333333333333,11,True,0,16,05222-s8407-store-h16-route-lower_recovery
full_hierarchy,16,store,8407,route,18.75,0.0,False,0.3333333333333333,11,True,0,16,05223-s8407-store-h16-route-full_hierarchy
open_loop,16,store,8407,topology,11.0,5.0,True,1.0,0,True,0,11,05224-s8407-store-h16-topology-open_loop
live_memory,16,store,8407,topology,11.0,0.0,True,1.0,0,True,0,11,05225-s8407-store-h16-topology-live_memory
lower_recovery,16,store,8407,topology,11.0,0.0,True,1.0,0,True,0,11,05226-s8407-store-h16-topology-lower_recovery
full_hierarchy,16,store,8407,topology,11.0,0.0,True,1.0,0,True,0,11,05227-s8407-store-h16-topology-full_hierarchy
open_loop,16,store,8407,constraint,10.0,4.5,True,1.0,0,False,0,10,05228-s8407-store-h16-constraint-open_loop
live_memory,16,store,8407,constraint,10.0,0.0,True,1.0,0,False,0,10,05229-s8407-store-h16-constraint-live_memory
lower_recovery,16,store,8407,constraint,10.0,0.0,True,1.0,0,False,0,10,05230-s8407-store-h16-constraint-lower_recovery
full_hierarchy,16,store,8407,constraint,19.75,0.0,False,0.3333333333333333,15,True,0,16,05231-s8407-store-h16-constraint-full_hierarchy
open_loop,16,store,8407,disturbance,16.0,7.5,False,0.3333333333333333,0,True,0,16,05232-s8407-store-h16-disturbance-open_loop
live_memory,16,store,8407,disturbance,16.0,0.0,False,0.3333333333333333,0,True,0,16,05233-s8407-store-h16-disturbance-live_memory
lower_recovery,16,store,8407,disturbance,16.0,0.0,False,0.3333333333333333,0,True,0,16,05234-s8407-store-h16-disturbance-lower_recovery
full_hierarchy,16,store,8407,disturbance,16.0,0.0,False,0.3333333333333333,0,True,0,16,05235-s8407-store-h16-disturbance-full_hierarchy
open_loop,16,store,8407,intervention,16.0,7.5,False,0.3333333333333333,0,True,0,16,05236-s8407-store-h16-intervention-open_loop
live_memory,16,store,8407,intervention,16.0,0.0,False,0.3333333333333333,0,True,0,16,05237-s8407-store-h16-intervention-live_memory
lower_recovery,16,store,8407,intervention,17.75,0.0,False,0.3333333333333333,7,True,0,16,05238-s8407-store-h16-intervention-lower_recovery
full_hierarchy,16,store,8407,intervention,10.5,0.0,True,1.0,0,True,1,10,05239-s8407-store-h16-intervention-full_hierarchy
open_loop,16,store,8407,paraphrase,16.0,7.5,False,0.0,0,True,0,16,05240-s8407-store-h16-paraphrase-open_loop
live_memory,16,store,8407,paraphrase,10.0,0.0,True,1.0,0,True,0,10,05241-s8407-store-h16-paraphrase-live_memory
lower_recovery,16,store,8407,paraphrase,10.0,0.0,True,1.0,0,True,0,10,05242-s8407-store-h16-paraphrase-lower_recovery
full_hierarchy,16,store,8407,paraphrase,10.0,0.0,True,1.0,0,True,0,10,05243-s8407-store-h16-paraphrase-full_hierarchy
open_loop,16,store,8407,novelty,16.0,7.5,False,0.3333333333333333,0,True,0,16,05244-s8407-store-h16-novelty-open_loop
live_memory,16,store,8407,novelty,16.0,0.0,False,0.3333333333333333,0,True,0,16,05245-s8407-store-h16-novelty-live_memory
lower_recovery,16,store,8407,novelty,19.75,0.0,False,0.3333333333333333,15,True,0,16,05246-s8407-store-h16-novelty-lower_recovery
full_hierarchy,16,store,8407,novelty,11.0,0.0,True,1.0,0,True,0,11,05247-s8407-store-h16-novelty-full_hierarchy
open_loop,4,rearrange,8407,baseline,4.0,1.5,True,1.0,0,True,0,4,05248-s8407-rearrange-h4-baseline-open_loop
live_memory,4,rearrange,8407,baseline,4.0,0.0,True,1.0,0,True,0,4,05249-s8407-rearrange-h4-baseline-live_memory
lower_recovery,4,rearrange,8407,baseline,4.0,0.0,True,1.0,0,True,0,4,05250-s8407-rearrange-h4-baseline-lower_recovery
full_hierarchy,4,rearrange,8407,baseline,4.0,0.0,True,1.0,0,True,0,4,05251-s8407-rearrange-h4-baseline-full_hierarchy
open_loop,4,rearrange,8407,route,4.0,1.5,False,0.3333333333333333,0,True,0,4,05252-s8407-rearrange-h4-route-open_loop
live_memory,4,rearrange,8407,route,4.0,0.0,False,0.3333333333333333,0,True,0,4,05253-s8407-rearrange-h4-route-live_memory
lower_recovery,4,rearrange,8407,route,4.75,0.0,False,0.3333333333333333,3,True,0,4,05254-s8407-rearrange-h4-route-lower_recovery
full_hierarchy,4,rearrange,8407,route,4.75,0.0,False,0.3333333333333333,3,True,0,4,05255-s8407-rearrange-h4-route-full_hierarchy
open_loop,4,rearrange,8407,topology,4.0,1.5,False,0.6666666666666666,0,True,0,4,05256-s8407-rearrange-h4-topology-open_loop
live_memory,4,rearrange,8407,topology,4.0,0.0,False,0.6666666666666666,0,True,0,4,05257-s8407-rearrange-h4-topology-live_memory
lower_recovery,4,rearrange,8407,topology,4.0,0.0,False,0.6666666666666666,0,True,0,4,05258-s8407-rearrange-h4-topology-lower_recovery
full_hierarchy,4,rearrange,8407,topology,4.0,0.0,False,0.6666666666666666,0,True,0,4,05259-s8407-rearrange-h4-topology-full_hierarchy
open_loop,4,rearrange,8407,constraint,4.0,1.5,True,1.0,0,False,0,4,05260-s8407-rearrange-h4-constraint-open_loop
live_memory,4,rearrange,8407,constraint,4.0,0.0,True,1.0,0,False,0,4,05261-s8407-rearrange-h4-constraint-live_memory
lower_recovery,4,rearrange,8407,constraint,4.0,0.0,True,1.0,0,False,0,4,05262-s8407-rearrange-h4-constraint-lower_recovery
full_hierarchy,4,rearrange,8407,constraint,4.75,0.0,False,0.3333333333333333,3,True,0,4,05263-s8407-rearrange-h4-constraint-full_hierarchy
open_loop,4,rearrange,8407,disturbance,4.0,1.5,False,0.3333333333333333,0,True,0,4,05264-s8407-rearrange-h4-disturbance-open_loop
live_memory,4,rearrange,8407,disturbance,4.0,0.0,False,0.3333333333333333,0,True,0,4,05265-s8407-rearrange-h4-disturbance-live_memory
lower_recovery,4,rearrange,8407,disturbance,4.0,0.0,False,0.3333333333333333,0,True,0,4,05266-s8407-rearrange-h4-disturbance-lower_recovery
full_hierarchy,4,rearrange,8407,disturbance,4.0,0.0,False,0.3333333333333333,0,True,0,4,05267-s8407-rearrange-h4-disturbance-full_hierarchy
open_loop,4,rearrange,8407,intervention,4.0,1.5,False,0.3333333333333333,0,True,0,4,05268-s8407-rearrange-h4-intervention-open_loop
live_memory,4,rearrange,8407,intervention,4.0,0.0,False,0.3333333333333333,0,True,0,4,05269-s8407-rearrange-h4-intervention-live_memory
lower_recovery,4,rearrange,8407,intervention,4.25,0.0,False,0.3333333333333333,1,True,0,4,05270-s8407-rearrange-h4-intervention-lower_recovery
full_hierarchy,4,rearrange,8407,intervention,4.5,0.0,True,1.0,0,True,1,4,05271-s8407-rearrange-h4-intervention-full_hierarchy
open_loop,4,rearrange,8407,paraphrase,4.0,1.5,False,0.0,0,True,0,4,05272-s8407-rearrange-h4-paraphrase-open_loop
live_memory,4,rearrange,8407,paraphrase,4.0,0.0,True,1.0,0,True,0,4,05273-s8407-rearrange-h4-paraphrase-live_memory
lower_recovery,4,rearrange,8407,paraphrase,4.0,0.0,True,1.0,0,True,0,4,05274-s8407-rearrange-h4-paraphrase-lower_recovery
full_hierarchy,4,rearrange,8407,paraphrase,4.0,0.0,True,1.0,0,True,0,4,05275-s8407-rearrange-h4-paraphrase-full_hierarchy
open_loop,4,rearrange,8407,novelty,4.0,1.5,False,0.3333333333333333,0,True,0,4,05276-s8407-rearrange-h4-novelty-open_loop
live_memory,4,rearrange,8407,novelty,4.0,0.0,False,0.3333333333333333,0,True,0,4,05277-s8407-rearrange-h4-novelty-live_memory
lower_recovery,4,rearrange,8407,novelty,4.75,0.0,False,0.3333333333333333,3,True,0,4,05278-s8407-rearrange-h4-novelty-lower_recovery
full_hierarchy,4,rearrange,8407,novelty,4.0,0.0,False,0.6666666666666666,0,True,0,4,05279-s8407-rearrange-h4-novelty-full_hierarchy
open_loop,8,rearrange,8407,baseline,6.0,2.5,True,1.0,0,True,0,6,05280-s8407-rearrange-h8-baseline-open_loop
live_memory,8,rearrange,8407,baseline,6.0,0.0,True,1.0,0,True,0,6,05281-s8407-rearrange-h8-baseline-live_memory
lower_recovery,8,rearrange,8407,baseline,6.0,0.0,True,1.0,0,True,0,6,05282-s8407-rearrange-h8-baseline-lower_recovery
full_hierarchy,8,rearrange,8407,baseline,6.0,0.0,True,1.0,0,True,0,6,05283-s8407-rearrange-h8-baseline-full_hierarchy
open_loop,8,rearrange,8407,route,8.0,3.5,False,0.3333333333333333,0,True,0,8,05284-s8407-rearrange-h8-route-open_loop
live_memory,8,rearrange,8407,route,8.0,0.0,False,0.3333333333333333,0,True,0,8,05285-s8407-rearrange-h8-route-live_memory
lower_recovery,8,rearrange,8407,route,9.5,0.0,False,0.3333333333333333,6,True,0,8,05286-s8407-rearrange-h8-route-lower_recovery
full_hierarchy,8,rearrange,8407,route,9.5,0.0,False,0.3333333333333333,6,True,0,8,05287-s8407-rearrange-h8-route-full_hierarchy
open_loop,8,rearrange,8407,topology,7.0,3.0,True,1.0,0,True,0,7,05288-s8407-rearrange-h8-topology-open_loop
live_memory,8,rearrange,8407,topology,7.0,0.0,True,1.0,0,True,0,7,05289-s8407-rearrange-h8-topology-live_memory
lower_recovery,8,rearrange,8407,topology,7.0,0.0,True,1.0,0,True,0,7,05290-s8407-rearrange-h8-topology-lower_recovery
full_hierarchy,8,rearrange,8407,topology,7.0,0.0,True,1.0,0,True,0,7,05291-s8407-rearrange-h8-topology-full_hierarchy
open_loop,8,rearrange,8407,constraint,6.0,2.5,True,1.0,0,False,0,6,05292-s8407-rearrange-h8-constraint-open_loop
live_memory,8,rearrange,8407,constraint,6.0,0.0,True,1.0,0,False,0,6,05293-s8407-rearrange-h8-constraint-live_memory
lower_recovery,8,rearrange,8407,constraint,6.0,0.0,True,1.0,0,False,0,6,05294-s8407-rearrange-h8-constraint-lower_recovery
full_hierarchy,8,rearrange,8407,constraint,9.75,0.0,False,0.3333333333333333,7,True,0,8,05295-s8407-rearrange-h8-constraint-full_hierarchy
open_loop,8,rearrange,8407,disturbance,8.0,3.5,False,0.3333333333333333,0,True,0,8,05296-s8407-rearrange-h8-disturbance-open_loop
live_memory,8,rearrange,8407,disturbance,8.0,0.0,False,0.3333333333333333,0,True,0,8,05297-s8407-rearrange-h8-disturbance-live_memory
lower_recovery,8,rearrange,8407,disturbance,8.0,0.0,False,0.3333333333333333,0,True,0,8,05298-s8407-rearrange-h8-disturbance-lower_recovery
full_hierarchy,8,rearrange,8407,disturbance,8.0,0.0,False,0.3333333333333333,0,True,0,8,05299-s8407-rearrange-h8-disturbance-full_hierarchy
open_loop,8,rearrange,8407,intervention,8.0,3.5,False,0.3333333333333333,0,True,0,8,05300-s8407-rearrange-h8-intervention-open_loop
live_memory,8,rearrange,8407,intervention,8.0,0.0,False,0.3333333333333333,0,True,0,8,05301-s8407-rearrange-h8-intervention-live_memory
lower_recovery,8,rearrange,8407,intervention,8.75,0.0,False,0.3333333333333333,3,True,0,8,05302-s8407-rearrange-h8-intervention-lower_recovery
full_hierarchy,8,rearrange,8407,intervention,6.5,0.0,True,1.0,0,True,1,6,05303-s8407-rearrange-h8-intervention-full_hierarchy
open_loop,8,rearrange,8407,paraphrase,8.0,3.5,False,0.0,0,True,0,8,05304-s8407-rearrange-h8-paraphrase-open_loop
live_memory,8,rearrange,8407,paraphrase,6.0,0.0,True,1.0,0,True,0,6,05305-s8407-rearrange-h8-paraphrase-live_memory
lower_recovery,8,rearrange,8407,paraphrase,6.0,0.0,True,1.0,0,True,0,6,05306-s8407-rearrange-h8-paraphrase-lower_recovery
full_hierarchy,8,rearrange,8407,paraphrase,6.0,0.0,True,1.0,0,True,0,6,05307-s8407-rearrange-h8-paraphrase-full_hierarchy
open_loop,8,rearrange,8407,novelty,8.0,3.5,False,0.3333333333333333,0,True,0,8,05308-s8407-rearrange-h8-novelty-open_loop
live_memory,8,rearrange,8407,novelty,8.0,0.0,False,0.3333333333333333,0,True,0,8,05309-s8407-rearrange-h8-novelty-live_memory
lower_recovery,8,rearrange,8407,novelty,9.5,0.0,False,0.3333333333333333,6,True,0,8,05310-s8407-rearrange-h8-novelty-lower_recovery
full_hierarchy,8,rearrange,8407,novelty,7.0,0.0,True,1.0,0,True,0,7,05311-s8407-rearrange-h8-novelty-full_hierarchy
open_loop,12,rearrange,8407,baseline,8.0,3.5,True,1.0,0,True,0,8,05312-s8407-rearrange-h12-baseline-open_loop
live_memory,12,rearrange,8407,baseline,8.0,0.0,True,1.0,0,True,0,8,05313-s8407-rearrange-h12-baseline-live_memory
lower_recovery,12,rearrange,8407,baseline,8.0,0.0,True,1.0,0,True,0,8,05314-s8407-rearrange-h12-baseline-lower_recovery
full_hierarchy,12,rearrange,8407,baseline,8.0,0.0,True,1.0,0,True,0,8,05315-s8407-rearrange-h12-baseline-full_hierarchy
open_loop,12,rearrange,8407,route,12.0,5.5,False,0.3333333333333333,0,True,0,12,05316-s8407-rearrange-h12-route-open_loop
live_memory,12,rearrange,8407,route,12.0,0.0,False,0.3333333333333333,0,True,0,12,05317-s8407-rearrange-h12-route-live_memory
lower_recovery,12,rearrange,8407,route,14.0,0.0,False,0.3333333333333333,8,True,0,12,05318-s8407-rearrange-h12-route-lower_recovery
full_hierarchy,12,rearrange,8407,route,14.0,0.0,False,0.3333333333333333,8,True,0,12,05319-s8407-rearrange-h12-route-full_hierarchy
open_loop,12,rearrange,8407,topology,9.0,4.0,True,1.0,0,True,0,9,05320-s8407-rearrange-h12-topology-open_loop
