run,seed,mission,case_sha256,event_stratum,event_count,event_types_json,event_payloads_json,history_present,history_event_count,instruction,case_source_path
b,161,REPLAN_ON_RESTRICTION,799e7e7eb23a4e2eb4f838a3c08517ebf551996f87cef3c4cf8d6d629de344bb,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,1,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,161,STORE_CARRIED_TOOL,553ff440c1f978e67da38fa8b21e1f463c4f8d190ecb594f6d691d497f21c7d4,NONE,0,[],[],false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,162,INSPECT_NEAREST_COOLANT,da5b3624afd0e8f0d27c0a39d0f296727a5aae1b8ddd1df50b00050cec58678d,NONE,0,[],[],false,0,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,162,INSPECT_VALVE7_WITH_ALTERNATE,065d66af52e729d098be4ac0728281a172063fbde3eb6b9b900a109b766f6b84,NONE,0,[],[],true,1,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,162,REACH_PUMP2_WITH_RECHARGE,f1e4744ddde7401a4831e2cb4b09b1f89ce78f29936002c4e96cb16492e396c3,NONE,0,[],[],false,0,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,162,REPLAN_ON_RESTRICTION,64be1a6a84a0cf3662b09cfc448a9e6e9ebab0d7d96b16c40e0fd537c25765b8,ROOM_RESTRICTED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""ROOM_RESTRICTED""]","[""UNAVAILABLE"",""RESTRICTED""]",false,0,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,162,STORE_CARRIED_TOOL,0102e70c37e25a95e02a4b53fe638b5377f7a1e480df0c4d790c960e8aa86a5a,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,163,INSPECT_NEAREST_COOLANT,7e92ec83630fc2bebd3d84f0c3fc4791ca0ea843e222c1bb25cad6b9a8604351,NONE,0,[],[],false,0,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,163,INSPECT_VALVE7_WITH_ALTERNATE,f40a4ef19251e64a508baf9efa1979a3fe1bfd9efe9895221e1704b1b65f80ce,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,163,REACH_PUMP2_WITH_RECHARGE,ea2ac3bb10a9b3d8393c757f59bd591d8ac2067bf579e92c12a59be7d2671b85,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,163,REPLAN_ON_RESTRICTION,5990bf4349debb5f1444235f5e0041aa7cb22eb325e18394c6834085cb6ee980,ROOM_RESTRICTED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""ROOM_RESTRICTED""]","[""UNAVAILABLE"",""RESTRICTED""]",true,1,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,163,STORE_CARRIED_TOOL,0d7771bf9466c3d452cdc0fe34a4ce13c4fa8dd574aa06d16e38c545c72bb83e,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,164,INSPECT_NEAREST_COOLANT,10108865d124956a9d652a1836d3f420dc1dba5bdf2ee5332dbe92444b98dcfc,NONE,0,[],[],true,1,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,164,INSPECT_VALVE7_WITH_ALTERNATE,ca9d6fd39d6a12cff3572134637fcda45c44aaef36d50eed467cbba777c56c4a,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,164,REACH_PUMP2_WITH_RECHARGE,c80ebc40608319584ba30a1ca8e921fb222660d8ba916b58def707af172aeca8,NONE,0,[],[],true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,164,REPLAN_ON_RESTRICTION,186e83e30c7018709913c855b5de515844f78d1a752fdd3cde3308cb2135c5e8,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,1,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,164,STORE_CARRIED_TOOL,963659b5ef172041a385811a02357a7aeb5776a8c89b255642ae143f82fe455b,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,165,INSPECT_NEAREST_COOLANT,9ffd0cb9955b2193399ee01994cf89b2d08c234244fd05acce7e58dd5bc697da,INSTRUCTION_CHANGED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""INSTRUCTION_CHANGED""]","[""UNAVAILABLE"",""AVOID_ROOM:ElectricalRoom""]",false,0,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,165,INSPECT_VALVE7_WITH_ALTERNATE,f9ec7fd5bb13f723f65a7161500b26df4fe5f07ead0ef38d59060228271d4ce6,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",true,1,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,165,REACH_PUMP2_WITH_RECHARGE,3768e9afbf13f9bde56b861caa0f817d79dd3869e3476da135e5e890bc8ec8ea,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,165,REPLAN_ON_RESTRICTION,69fd63141e36a376289779675b2008425cb96f4b8b0bfad47894c37f0567a7a3,INSTRUCTION_CHANGED+ROOM_RESTRICTED,2,"[""INSTRUCTION_CHANGED"",""ROOM_RESTRICTED""]","[""AVOID_ROOM:ElectricalRoom"",""RESTRICTED""]",false,0,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,165,STORE_CARRIED_TOOL,cb369bad4628f18d97e653ba8efc6ee9916ba7d6136c6dc250d6833360788041,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,166,INSPECT_NEAREST_COOLANT,39a0f82f4df0199b51bd1e82aede5a00d263fc8faaaf7e45d9ac9d0b351620d4,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,166,INSPECT_VALVE7_WITH_ALTERNATE,313504ea6d1f2267c902eb6521ccb71ee377d9724e7db4fbeee5a851d8b58f70,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,166,REACH_PUMP2_WITH_RECHARGE,ca98065b1fac33d8d505c4631562c5c2a728bb9d3921f877207a31ba43abdf65,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,166,REPLAN_ON_RESTRICTION,3dd4739bba9897bd9b1e0f48e8303d7f84a1e0c57fd725f8ecff7168e8077223,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",false,0,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,166,STORE_CARRIED_TOOL,c3f984994a0565e8f89bc331321ca46c9365bf364fe9a93fd3f72b0764ab5cd9,NONE,0,[],[],false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,167,INSPECT_NEAREST_COOLANT,90a0d7fef35de90a3e360973da15b8ef68925a31fad6f7d6acfb8f599d2b25b1,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,167,INSPECT_VALVE7_WITH_ALTERNATE,f0ecdc8196ce2073431f107a22edd9bdb6d6ed818367b51a002e09f7cfea4faf,NONE,0,[],[],true,1,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,167,REACH_PUMP2_WITH_RECHARGE,a6a0afc1a74ab16618f3795e80d41408600d6f4e4f0e06df90f096521e707996,NONE,0,[],[],true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,167,REPLAN_ON_RESTRICTION,81450939e48e474e66ae64ca17b172fce1276aaa89b7bd12882b450170fac2d4,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",false,0,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,167,STORE_CARRIED_TOOL,9435d5ca38f3ab81bd74e100be4bd768255b6a7d0111a7ab5fc20b5cc0260a5e,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,168,INSPECT_NEAREST_COOLANT,f24b760b61fc17302c9d9fac4e74a98c8e4e00cad1ac09a62215dd715bf18390,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,168,INSPECT_VALVE7_WITH_ALTERNATE,fe2285e9243d953227f849e6c17dc74cb2569a1e9914a186aa326260bd6ab144,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,168,REACH_PUMP2_WITH_RECHARGE,dc4867d9f26194966a0f67ad51f2d4c3d96dba0a22dc38c590cd3477768c4e40,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,168,REPLAN_ON_RESTRICTION,485eb14c8ea1693a21fb4eb32c31a60cfd2ef62e981ecebc2a299e33ba99fc78,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,1,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,168,STORE_CARRIED_TOOL,7b193a1a8bf36fd03cab3c4b38612328d5dbdd943d51bbd0fd6fa129b7144201,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,169,INSPECT_NEAREST_COOLANT,fdb998d496f4c12ac17b8c3e3b2eddcbf2d0381c0a37a5918255e35a23f0403a,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,169,INSPECT_VALVE7_WITH_ALTERNATE,074ecf67b4ea8535ae88b58ba46204c508cf31629b91a7cf2985e3a792abe0eb,NONE,0,[],[],true,1,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,169,REACH_PUMP2_WITH_RECHARGE,a3f15d70a1bfdb7936397525920c572569198438cd6677b4156d2173fcd5368e,NONE,0,[],[],true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,169,REPLAN_ON_RESTRICTION,a4cb1a11d6fc9d850c787d1ef2beb10491573164703e722eeac3747bd7cc3fac,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,1,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,169,STORE_CARRIED_TOOL,00df4ce1acdec7f2a86dddfd21f3ded3ad4bf956f5c891c48c5eb93d0e6fa3db,NONE,0,[],[],false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,170,INSPECT_NEAREST_COOLANT,8ce0bf2d73c823ef4e0a797289fa4a46283e96f4798d6161ae3dd0d3d004ae74,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",true,1,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,170,INSPECT_VALVE7_WITH_ALTERNATE,29b99d9af3b010ca9d10ceeb6250cc368bb2f094a833e75542ecc095a1d6414e,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",false,0,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,170,REACH_PUMP2_WITH_RECHARGE,d3cb5ab1cb19ed3c5aff66670e86a17fee1ab5ff32d5b9c99a557093b62994ad,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,170,REPLAN_ON_RESTRICTION,b6340f765387c3b403e51d5a812b35483697523577f89101d5fc9340a3fc3bee,INSTRUCTION_CHANGED+ROOM_RESTRICTED,2,"[""INSTRUCTION_CHANGED"",""ROOM_RESTRICTED""]","[""AVOID_ROOM:ElectricalRoom"",""RESTRICTED""]",true,1,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,170,STORE_CARRIED_TOOL,1c86416a60ef6d5050a6d8a4e119e0fa654331a9e68f16a0f835b9dcfa3849e0,INSTRUCTION_CHANGED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""INSTRUCTION_CHANGED""]","[""UNAVAILABLE"",""AVOID_ROOM:ElectricalRoom""]",false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,171,INSPECT_NEAREST_COOLANT,ecc2c6bca73224262538cc04efa805ad020fc4804bdecfd85c1b6af6353c6d89,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,171,INSPECT_VALVE7_WITH_ALTERNATE,4c8ab93865effc6f1671d74b847f5d6ea226b4be90115e655459ecacf453fd03,NONE,0,[],[],true,1,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,171,REACH_PUMP2_WITH_RECHARGE,a78e67b6dd9916c21476ff1da56676f0441f1466abeb48508fb2228bc09a8331,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,2,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,171,REPLAN_ON_RESTRICTION,3084b1d4536390cca5363142b9a7f5bcc38590a7313168877af89b07e2ae33b0,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,2,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,171,STORE_CARRIED_TOOL,7a7f361efe43d495703adf997ec9c51a824b7415811e9fa5903c7342708c92c3,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,172,INSPECT_NEAREST_COOLANT,a7735bef3f942b6df7f5b3c1116de77055ab257b2fdd715125d695faa8d8ad25,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,172,INSPECT_VALVE7_WITH_ALTERNATE,7dc71373e3cfe9b6ef98f2f07f398bd1ecca03ff9255f8d07586100fa1eb08d2,NONE,0,[],[],false,0,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,172,REACH_PUMP2_WITH_RECHARGE,6e5361fc5b8450df2265d682065c35f677e6792ba66c2c06b4dc7be22c8770cf,NONE,0,[],[],true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,172,REPLAN_ON_RESTRICTION,c2698bbf07149ddc97bd085e5dd8a00013635b1c0f5b1da7b869ea8710502fe6,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,1,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,172,STORE_CARRIED_TOOL,e8cd9ee8e2d8eb853ae9b89cd68207e08af6da84a16aedaa1cc45f870ca973ae,NONE,0,[],[],false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,173,INSPECT_NEAREST_COOLANT,0dfa70a93c83fb8f1eafc7b36b6d254e48a9ca5c633e45f9b0ba975d2b0cc11c,NONE,0,[],[],true,1,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,173,INSPECT_VALVE7_WITH_ALTERNATE,421b665fb930bea4ba3dfc69be7362d9fa15f24c2bbba749b603eb075a702b42,NONE,0,[],[],true,1,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,173,REACH_PUMP2_WITH_RECHARGE,c9fa5ec1d94c4cb0c9249a5d5a15fd1abbef1bb0b2eeb2712d9c9d0d7347d9e9,NONE,0,[],[],true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,173,REPLAN_ON_RESTRICTION,0a15c6831a63a74ebaf76cf64db8967b53c48fcb6817fde88c9e2f9f7cb98ef7,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,1,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,173,STORE_CARRIED_TOOL,3fd06b581f98d59dcc47e0e14288b6a703fca8ffcc10c2bf5f86d67c2595f4a9,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,174,INSPECT_NEAREST_COOLANT,f4d121521a1d798e0b3c2b039d45350af883fd539bcb26eb9b271a25e548657a,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,174,INSPECT_VALVE7_WITH_ALTERNATE,2f05e8c14d68ba8252aba99431d18ff6259b8c874a4db13cc76d73cd146ced63,NONE,0,[],[],true,1,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,174,REACH_PUMP2_WITH_RECHARGE,b406587972ff4fc1ddd9606e932ef819e518411f205f384db1b02b6cd9a93adc,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,2,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,174,REPLAN_ON_RESTRICTION,4ff0002d956d15d4cf0ba5498842961ccb7ca19bb547a177537f3e46d0784ac9,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",false,0,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,174,STORE_CARRIED_TOOL,7aedea51b1dcbaea29d943bc0c8b3d6875b6bfe52fcb7c69bcf1ab009355c8a0,NONE,0,[],[],true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,175,INSPECT_NEAREST_COOLANT,00de0a54b604bf32f6e557dd00a64c091c5d03092f1cfde623fd0809bdca79fd,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",true,1,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,175,INSPECT_VALVE7_WITH_ALTERNATE,08e1eae931fd9eae72a3e4aff05bb78a00b807cc25a34027c5a1b3b216a134a9,INSTRUCTION_CHANGED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""INSTRUCTION_CHANGED""]","[""UNAVAILABLE"",""AVOID_ROOM:ElectricalRoom""]",true,1,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,175,REACH_PUMP2_WITH_RECHARGE,4d025aeda420c7ca6a967861613b7b1d3bbcbb18a6667d014fcac18bb42649c3,INSTRUCTION_CHANGED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""INSTRUCTION_CHANGED""]","[""UNAVAILABLE"",""AVOID_ROOM:ElectricalRoom""]",false,0,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,175,REPLAN_ON_RESTRICTION,03b4c940e1f6ca8e331ffa42882ac8511f6825079430a7d87a71aa632bb4dd24,INSTRUCTION_CHANGED+ROOM_RESTRICTED,2,"[""INSTRUCTION_CHANGED"",""ROOM_RESTRICTED""]","[""AVOID_ROOM:ElectricalRoom"",""RESTRICTED""]",true,1,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,175,STORE_CARRIED_TOOL,dc7dd6f106449dc91bf43549eee44f1c97a51da892348009ddc54275793de095,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,176,INSPECT_NEAREST_COOLANT,98969011ae962b3f166fb3f460757bfbf8b734c1cc3a38a4befbdfb9f4078696,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,176,INSPECT_VALVE7_WITH_ALTERNATE,0dd19ba2dd8291002f8342805e0fd2d4f44b6db655615104afbb19bf727ea3e8,NONE,0,[],[],true,1,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,176,REACH_PUMP2_WITH_RECHARGE,72d45c39aaafe8a2e7b1af1b41167fd63e41f72250748d590e37552bb1aac1f0,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,176,REPLAN_ON_RESTRICTION,bacd6c96eb048eb29fd2ad18d172d3cec10b5e9a57bfaf9c88738ff7ce51a000,ROOM_RESTRICTED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""ROOM_RESTRICTED""]","[""UNAVAILABLE"",""RESTRICTED""]",true,1,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,176,STORE_CARRIED_TOOL,f0049c7af38f18295a849e475582f04c1635bbd430f51a9cf37ba3563a19acb4,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,177,INSPECT_NEAREST_COOLANT,a1aa126f95d58752b3a7cd5a200f60db58d608bce6238f3a71d5fa6ee66e6286,NONE,0,[],[],true,1,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,177,INSPECT_VALVE7_WITH_ALTERNATE,566156e9fe2421a5a0bb34e34872a9a461d11e3a6c629d6d344adfad27bbc289,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,177,REACH_PUMP2_WITH_RECHARGE,8885b938cb4b20ab3071ab2ed4036ce5375b062a34f478b237a9048773adc227,NONE,0,[],[],false,0,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,177,REPLAN_ON_RESTRICTION,786c89b683ab3e78f928d6ef36069d14767a7802158a78256f0e82a4d868f8cb,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,2,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,177,STORE_CARRIED_TOOL,4833bbfe89698d47540c2dad3c5717a581ced5138e841c9506e691e2b7208e27,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,178,INSPECT_NEAREST_COOLANT,9e102fb5a2c383367d7ce7027221587cb41e060c46096ba20f092966fb98fa27,NONE,0,[],[],false,0,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-b/raw/cases.jsonl
b,178,INSPECT_VALVE7_WITH_ALTERNATE,9ea1540098ec31aa1bf46456b5bf41aba5b7e0b733aceeb14927178be4cb62d3,NONE,0,[],[],false,0,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-b/raw/cases.jsonl
